class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month
349023,49.0,450,3,2,1,2,6,MT,1.5,L,1,1,1,1,2,1,84.0,4,146.0,4666.0,1807.0,1460.0,1670.0,1240.0,5,2700.0,1541.0,1561.0,2016,9
576298,40.0,304,2,3,2,1,5,MT,2.0,L,2,1,1,1,2,1,89.0,4,168.0,4715.0,1720.0,1950.0,2335.0,1810.0,7,2800.0,1445.0,1420.0,2016,9
559132,7.0,692,3,2,2,5,0,CVT,2.5,L,1,1,1,1,2,1,137.0,4,234.0,4891.0,1830.0,1490.0,1900.0,1497.0,5,2775.0,1585.0,1585.0,2016,9
290854,160.0,537,2,1,1,5,0,CVT,2.0,L,1,1,1,1,2,1,114.0,4,190.0,4585.0,1820.0,1685.0,2010.0,1525.0,5,2620.0,1580.0,1580.0,2016,10
819061,8.0,831,2,1,1,3,6,MT,2.0,L,1,1,1,1,2,1,121.0,4,199.0,4450.0,1855.0,1635.0,1980.0,1431.0,5,2640.0,1614.0,1615.0,2016,9
482497,125.0,872,2,1,2,4,8,AT,2.0,T,3,1,1,1,2,2,165.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2016,10
614059,10.0,953,3,2,2,4,7,AT,2.0,T,2,1,1,1,2,2,135.0,4,300.0,4783.0,1810.0,1442.0,2120.0,1640.0,5,2920.0,1572.0,1538.0,2016,10
527809,28.0,953,3,2,4,4,9,AT,2.0,T,2,1,1,1,2,2,135.0,4,300.0,5065.0,1860.0,1467.0,2305.0,1770.0,5,3079.0,1596.0,1600.0,2016,10
472603,17.0,985,3,2,1,6,5,MT,1.8,L,1,1,1,1,2,1,102.0,4,172.0,4750.0,1820.0,1488.0,1730.0,1315.0,5,2730.0,1555.0,1550.0,2016,10
124140,180.0,783,2,1,1,1,6,AT,1.8,T,1,1,1,1,2,1,130.0,4,230.0,4650.0,1850.0,1695.0,2075.0,1665.0,5,2700.0,1565.0,1565.0,2016,10
472603,118.0,985,3,2,1,6,6,AT,1.6,T,1,1,1,1,2,1,123.0,4,245.0,4750.0,1820.0,1488.0,1820.0,1415.0,5,2730.0,1555.0,1550.0,2016,9
291514,30.0,783,2,1,3,1,4,AT,1.6,L,1,1,1,1,2,1,92.0,4,160.0,4160.0,1810.0,1635.0,1665.0,1290.0,5,2560.0,1560.0,1560.0,2016,9
692703,104.0,807,2,1,1,1,5,MT,1.5,T,1,1,1,1,2,1,112.0,4,235.0,4510.0,1852.0,1677.0,1900.0,1465.0,5,2650.0,1575.0,1570.0,2016,9
693436,9.0,12,3,2,1,1,6,DCT,1.3,T,1,1,1,1,2,1,95.0,4,185.0,4725.0,1802.0,1478.0,1755.0,1380.0,5,2700.0,1551.0,1546.0,2016,9
649213,97.0,75,3,2,2,2,8,AT,2.0,T,2,1,1,1,2,2,200.0,4,400.0,4730.0,1824.0,1426.0,1996.0,1600.0,5,2860.0,1535.0,1578.0,2016,9
854079,8.0,537,3,2,1,5,5,MT,1.8,L,1,1,1,1,2,1,100.0,4,169.0,4664.0,1750.0,1505.0,1665.0,1251.0,5,2650.0,1500.0,1485.0,2016,9
453752,67.0,814,3,2,2,4,8,AT,2.0,T,2,1,1,1,2,2,135.0,4,270.0,4760.0,1811.0,1455.0,2025.0,1615.0,5,2920.0,1537.0,1576.0,2016,9
587678,116.0,537,2,1,3,5,0,CVT,1.8,L,1,1,1,1,2,1,100.0,4,169.0,4294.0,1772.0,1605.0,1770.0,1302.0,5,2610.0,1535.0,1540.0,2016,9
745137,123.0,637,3,2,1,2,6,AT,1.5,T,1,1,1,1,2,1,135.0,4,240.0,4534.0,1823.0,1483.0,1782.0,1407.0,5,2648.0,1553.0,1544.0,2016,9
924154,319.0,637,3,2,1,2,5,MT,1.5,L,1,1,1,1,2,1,85.0,4,142.0,4587.0,1825.0,1490.0,1630.0,1255.0,5,2687.0,1562.0,1548.0,2016,9
628041,20.0,750,2,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,110.0,4,250.0,4255.0,1799.0,1452.0,1780.0,1305.0,5,2637.0,1549.0,1520.0,2016,9
437598,83.0,638,2,1,1,1,6,MT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4549.0,1835.0,1700.0,2140.0,1600.0,5,2720.0,1565.0,1565.0,2016,9
378356,163.0,497,3,2,1,1,0,CVT,1.5,L,1,1,1,1,2,1,85.0,4,141.0,4572.0,1825.0,1482.0,1672.0,1297.0,5,2670.0,1556.0,1542.0,2016,9
209945,106.0,814,3,2,4,4,8,AT,2.0,T,2,1,1,1,2,2,150.0,4,270.0,5055.0,1860.0,1491.0,2230.0,1770.0,5,3108.0,1600.0,1627.0,2016,9
732758,77.0,814,2,1,1,4,8,AT,2.0,T,1,1,1,1,2,2,157.0,4,280.0,4565.0,1821.0,1624.0,2095.0,1607.0,5,2780.0,1561.0,1562.0,2016,9
290854,205.0,537,2,1,1,5,0,CVT,2.0,L,1,1,1,1,2,1,114.0,4,190.0,4585.0,1820.0,1685.0,2010.0,1525.0,5,2620.0,1580.0,1580.0,2016,9
124140,203.0,783,2,1,1,1,6,AT,1.8,T,1,1,1,1,2,1,130.0,4,230.0,4650.0,1850.0,1695.0,2075.0,1665.0,5,2700.0,1565.0,1565.0,2016,9
745137,41.0,637,3,2,1,2,6,AT,1.0,T,1,1,1,1,2,1,94.0,3,170.0,4534.0,1823.0,1483.0,1737.0,1362.0,5,2648.0,1553.0,1544.0,2016,9
245609,44.0,750,2,2,1,4,6,AT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4348.0,1807.0,1574.0,1780.0,1320.0,5,2680.0,1549.0,1521.0,2016,9
125403,66.0,761,2,3,2,2,6,AT,2.4,L,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0,2016,9
356986,56.0,637,3,2,2,2,6,AT,2.0,T,1,1,1,1,2,1,152.0,4,340.0,4860.0,1854.0,1480.0,2034.0,1659.0,5,2850.0,1578.0,1574.0,2016,9
347384,18.0,831,3,2,1,3,6,MT,1.6,L,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1230.0,5,2700.0,1555.0,1568.0,2016,9
905745,6.0,761,2,1,3,2,6,MT,1.4,T,1,1,1,1,2,1,103.0,4,200.0,4278.0,1781.0,1648.0,1815.0,1405.0,5,2555.0,1540.0,1540.0,2016,10
510309,26.0,953,2,1,2,4,9,AT,2.0,T,3,1,1,1,2,2,135.0,4,300.0,4661.0,1898.0,1664.0,2315.0,1850.0,5,2873.0,1617.0,1613.0,2016,10
472603,126.0,985,3,2,1,6,6,AT,1.6,T,1,1,1,1,2,1,123.0,4,245.0,4750.0,1820.0,1488.0,1820.0,1415.0,5,2730.0,1555.0,1550.0,2016,10
654134,111.0,290,2,1,1,7,5,MT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1370.0,5,2750.0,1554.0,1549.0,2016,9
290854,53.0,537,2,1,1,5,0,CVT,2.4,L,1,1,1,1,2,1,137.0,4,243.0,4585.0,1820.0,1685.0,2100.0,1590.0,5,2620.0,1580.0,1580.0,2016,9
540712,9.0,12,2,1,1,1,6,AT,1.8,T,3,1,1,1,2,1,135.0,4,285.0,4519.0,1831.0,1694.0,2075.0,1700.0,5,2670.0,1560.0,1550.0,2016,9
628041,330.0,750,2,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4255.0,1799.0,1452.0,1760.0,1280.0,5,2637.0,1549.0,1520.0,2016,9
265980,6.0,783,2,3,3,1,5,MT,1.3,L,2,1,1,1,1,1,68.0,4,120.0,4360.0,1685.0,1820.0,1835.0,1235.0,5,2750.0,1425.0,1435.0,2016,9
103507,12.0,831,2,1,3,3,6,MT,1.6,L,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1720.0,1275.0,5,2590.0,1557.0,1570.0,2016,9
516750,117.0,98,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,82.0,4,146.5,4530.0,1721.0,1730.0,1850.0,1319.0,5,2720.0,1430.0,1450.0,2016,9
654134,7.0,290,2,1,1,7,5,MT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1431.0,5,2750.0,1554.0,1549.0,2016,9
412240,291.0,783,2,1,2,1,5,MT,1.6,L,2,1,1,1,2,1,86.0,4,150.0,4680.0,1800.0,1750.0,1975.0,1450.0,7,2780.0,1495.0,1505.0,2016,9
591790,8.0,106,3,2,1,5,5,MT,1.6,L,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1250.0,5,2700.0,1535.0,1535.0,2016,9
350259,174.0,750,3,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4598.0,1826.0,1425.0,1825.0,1325.0,5,2656.0,1580.0,1554.0,2016,9
713651,56.0,537,3,2,1,5,0,CVT,1.5,T,1,1,1,1,2,1,130.0,4,220.0,4649.0,1800.0,1416.0,1730.0,1306.0,5,2700.0,1547.0,1563.0,2016,9
671482,11.0,637,2,1,3,2,5,MT,1.0,T,1,1,1,1,2,1,94.0,3,170.0,4280.0,1785.0,1658.0,1665.0,1290.0,5,2530.0,1527.0,1533.0,2016,9
871642,6.0,637,2,1,1,2,6,AT,1.5,T,3,1,1,1,2,1,135.0,4,240.0,4524.0,1838.0,1701.0,2092.0,1717.0,5,2640.0,1563.0,1565.0,2016,9
905745,24.0,761,2,1,3,2,6,MT,1.4,T,1,1,1,1,2,1,103.0,4,200.0,4278.0,1781.0,1648.0,1815.0,1405.0,5,2555.0,1540.0,1540.0,2016,9
221795,91.0,872,2,1,1,4,7,DCT,2.0,T,1,1,1,1,2,2,132.0,4,320.0,4398.0,1841.0,1591.0,2105.0,1590.0,5,2603.0,1547.0,1555.0,2016,9
209945,23.0,814,3,2,4,4,8,AT,2.0,T,2,1,1,1,2,2,200.0,4,350.0,5055.0,1860.0,1491.0,2250.0,1815.0,5,3108.0,1600.0,1627.0,2016,9
510309,10.0,953,2,1,2,4,9,AT,2.0,T,3,1,1,1,2,2,180.0,4,370.0,4661.0,1898.0,1664.0,2405.0,1890.0,5,2873.0,1617.0,1613.0,2016,9
540712,28.0,12,2,1,1,1,6,MT,2.0,L,1,1,1,1,2,1,104.0,4,178.0,4519.0,1831.0,1694.0,1925.0,1550.0,5,2670.0,1560.0,1550.0,2016,9
692703,157.0,807,2,1,1,1,7,DCT,1.3,T,1,1,1,1,2,1,101.0,4,202.0,4510.0,1852.0,1677.0,1900.0,1475.0,5,2650.0,1575.0,1570.0,2016,9
492952,55.0,692,3,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1670.0,1228.0,5,2700.0,1540.0,1540.0,2016,9
786351,423.0,836,3,2,1,3,6,AT,1.6,L,1,1,1,1,2,1,93.8,4,155.5,4570.0,1775.0,1445.0,1650.0,1275.0,5,2700.0,1549.0,1562.0,2016,9
580634,28.0,692,2,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4393.0,1766.0,1524.0,1655.0,1255.0,5,2700.0,1530.0,1530.0,2016,9
496459,326.0,497,2,1,3,1,5,MT,1.6,L,1,1,1,1,2,1,93.0,4,160.0,4420.0,1760.0,1670.0,1733.0,1358.0,5,2510.0,1500.0,1495.0,2016,9
321683,26.0,750,3,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,110.0,4,250.0,4655.0,1780.0,1453.0,1840.0,1395.0,5,2651.0,1535.0,1532.0,2016,9
714152,78.0,750,2,1,1,4,6,AT,1.8,T,3,1,1,1,2,1,118.0,4,250.0,4506.0,1809.0,1685.0,2160.0,1710.0,5,2684.0,1569.0,1571.0,2016,9
871642,19.0,637,2,1,1,2,6,AT,1.5,T,1,1,1,1,2,1,133.0,4,240.0,4524.0,1838.0,1685.0,1967.0,1592.0,5,2690.0,1563.0,1565.0,2016,9
735971,34.0,761,3,2,1,2,7,DCT,1.4,T,1,1,1,1,2,1,103.0,4,200.0,4587.0,1798.0,1463.0,1730.0,1295.0,5,2640.0,1538.0,1541.0,2016,9
290854,9.0,537,2,1,1,5,0,CVT,2.4,L,3,1,1,1,2,1,137.0,4,243.0,4585.0,1820.0,1685.0,2100.0,1640.0,5,2620.0,1580.0,1580.0,2016,10
693436,9.0,12,3,2,1,1,6,DCT,1.8,L,1,1,1,1,2,1,98.0,4,170.0,4725.0,1802.0,1478.0,1715.0,1340.0,5,2700.0,1551.0,1546.0,2016,10
492952,40.0,692,3,2,1,5,5,MT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1620.0,1203.0,5,2700.0,1540.0,1540.0,2016,10
265980,294.0,783,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,78.0,4,135.0,4360.0,1685.0,1820.0,1925.0,1325.0,5,2750.0,1425.0,1435.0,2016,10
384924,328.0,761,3,2,2,2,7,DCT,1.5,T,1,1,1,1,2,1,120.0,4,252.0,5018.0,1866.0,1459.0,1960.0,1510.0,5,2905.0,1599.0,1602.0,2016,9
304458,91.0,106,3,2,1,5,0,CVT,1.8,L,1,2,2,1,2,1,73.0,4,142.0,4630.0,1775.0,1485.0,1845.0,1375.0,5,2700.0,1535.0,1535.0,2016,9
350259,8.0,750,3,2,1,4,7,DCT,2.0,T,1,1,1,1,2,1,162.0,4,350.0,4610.0,1826.0,1425.0,1975.0,1475.0,5,2656.0,1580.0,1554.0,2016,9
559132,28.0,692,3,2,2,5,0,CVT,2.0,L,1,1,1,1,2,1,104.0,4,190.0,4868.0,1830.0,1490.0,1870.0,1458.0,5,2775.0,1585.0,1585.0,2016,9
472603,84.0,985,3,2,1,6,6,AT,1.2,T,1,1,1,1,2,1,100.0,3,230.0,4750.0,1820.0,1488.0,1769.0,1320.0,5,2730.0,1555.0,1550.0,2016,10
125403,25.0,761,2,3,2,2,6,AT,2.4,L,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0,2016,10
540712,47.0,12,2,1,1,1,6,AT,1.8,T,3,1,1,1,2,1,135.0,4,285.0,4519.0,1831.0,1694.0,2075.0,1700.0,5,2670.0,1560.0,1550.0,2016,10
378356,266.0,497,3,2,1,1,0,CVT,1.5,L,1,1,1,1,2,1,85.0,4,141.0,4572.0,1825.0,1482.0,1672.0,1297.0,5,2670.0,1556.0,1542.0,2016,10
482497,125.0,872,2,1,2,4,8,AT,2.0,T,3,1,1,1,2,2,169.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2016,10
739296,78.0,290,2,3,3,7,5,MT,1.5,L,1,1,1,1,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1920.0,1435.0,5,2750.0,1530.0,1525.0,2016,10
978089,298.0,12,3,2,1,1,5,MT,1.5,L,1,1,1,1,2,1,80.0,4,140.0,4631.0,1789.0,1470.0,1625.0,1250.0,5,2650.0,1502.0,1492.0,2016,10
693436,89.0,12,3,2,1,1,6,DCT,1.3,T,1,1,1,1,2,1,95.0,4,185.0,4725.0,1802.0,1478.0,1755.0,1380.0,5,2700.0,1551.0,1546.0,2016,10
745137,156.0,637,3,2,1,2,5,MT,1.6,L,1,1,1,1,2,1,94.0,4,159.0,4534.0,1823.0,1483.0,1681.0,1306.0,5,2648.0,1553.0,1544.0,2016,10
289386,20.0,813,3,2,1,5,6,AT,2.0,L,1,1,1,1,2,1,116.0,4,202.0,4582.0,1795.0,1458.0,1855.0,1343.0,5,2700.0,1555.0,1560.0,2016,9
580634,37.0,692,2,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4393.0,1766.0,1524.0,1625.0,1220.0,5,2700.0,1540.0,1540.0,2016,9
392593,46.0,497,2,1,1,1,0,CVT,2.0,L,1,1,1,1,2,1,90.0,4,180.0,4470.0,1837.0,1670.0,1807.0,1432.0,5,2670.0,1550.0,1550.0,2016,9
963845,14.0,836,2,1,3,3,6,MT,1.6,L,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1622.0,1645.0,1270.0,5,2590.0,1557.0,1570.0,2016,9
654134,429.0,290,2,1,1,7,6,MT,1.5,T,1,1,1,1,2,1,110.0,4,230.0,4620.0,1820.0,1750.0,1850.0,1435.0,5,2750.0,1554.0,1549.0,2016,9
739296,342.0,290,2,3,3,7,6,MT,1.5,T,1,1,1,1,2,1,110.0,4,230.0,4710.0,1785.0,1745.0,1955.0,1460.0,7,2750.0,1530.0,1525.0,2016,9
580470,30.0,750,3,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4562.0,1793.0,1468.0,1790.0,1310.0,5,2614.0,1518.0,1525.0,2016,9
527809,105.0,953,3,2,4,4,9,AT,2.0,T,2,1,1,1,2,2,180.0,4,370.0,5065.0,1860.0,1467.0,2330.0,1800.0,5,3079.0,1596.0,1600.0,2016,9
576298,47.0,304,2,3,2,1,5,MT,1.5,L,2,1,1,1,2,1,82.0,4,140.0,4680.0,1695.0,1940.0,2080.0,1480.0,7,2800.0,1445.0,1420.0,2016,9
741152,435.0,761,2,1,1,2,7,DCT,1.5,T,1,1,1,1,2,1,119.0,4,250.0,4667.0,1839.0,1660.0,2050.0,1575.0,5,2750.0,1584.0,1588.0,2016,9
682651,15.0,872,3,2,2,4,7,DCT,2.0,T,3,1,1,1,2,2,165.0,4,350.0,4761.0,1826.0,1439.0,2120.0,1710.0,5,2869.0,1564.0,1550.0,2016,9
401052,43.0,953,2,1,1,4,7,DCT,2.0,T,3,1,1,1,2,2,135.0,4,300.0,4431.0,1804.0,1535.0,1990.0,1567.0,5,2699.0,1558.0,1549.0,2016,9
349023,194.0,450,3,2,1,2,6,AT,1.5,L,1,1,1,1,2,1,84.0,4,146.0,4666.0,1807.0,1460.0,1700.0,1270.0,5,2700.0,1541.0,1561.0,2016,9
526401,28.0,836,3,2,1,3,7,DCT,1.4,T,1,1,1,1,2,1,95.6,4,210.8,4610.0,1800.0,1450.0,1780.0,1275.0,5,2700.0,1555.0,1564.0,2016,9
175962,63.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4475.0,1706.0,1469.0,1595.0,1115.0,5,2603.0,1460.0,1500.0,2016,9
379265,292.0,290,2,2,3,7,5,MT,1.2,L,1,1,1,1,2,1,60.3,4,116.0,4032.0,1680.0,1450.0,1350.0,985.0,5,2550.0,1488.0,1478.0,2016,9
124140,128.0,783,2,1,1,1,6,MT,2.0,L,1,1,1,1,2,1,116.0,4,200.0,4650.0,1850.0,1695.0,2050.0,1640.0,5,2700.0,1565.0,1565.0,2016,9
289403,68.0,12,2,1,1,1,6,DCT,1.3,T,1,1,1,1,2,1,95.0,4,185.0,4440.0,1833.0,1545.0,1773.0,1398.0,5,2700.0,1556.0,1562.0,2016,9
961962,106.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,160.0,4487.0,1706.0,1470.0,1600.0,1120.0,5,2603.0,1460.0,1500.0,2016,9
560265,34.0,923,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,75.0,4,135.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2016,9
654134,169.0,290,2,1,1,7,5,AMT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1410.0,5,2750.0,1554.0,1549.0,2016,10
741152,55.0,761,2,1,1,2,6,AT,2.0,T,3,1,1,1,2,1,186.0,4,353.0,4667.0,1839.0,1663.0,2230.0,1755.0,5,2750.0,1584.0,1588.0,2016,9
291086,9.0,761,3,2,2,2,6,AT,2.0,T,1,1,1,1,2,1,184.0,4,350.0,4834.0,1856.0,1494.0,2095.0,1660.0,5,2737.0,1585.0,1588.0,2016,9
349023,49.0,450,2,2,1,2,6,AT,1.6,L,1,1,1,1,2,1,86.0,4,155.0,4510.0,1797.0,1477.0,1803.0,1395.0,5,2685.0,1545.0,1567.0,2016,9
349023,19.0,450,3,2,1,2,5,MT,1.5,L,1,1,1,1,2,1,84.0,4,146.0,4567.0,1786.0,1456.0,1700.0,1225.0,5,2662.0,1540.0,1558.0,2016,9
349023,204.0,450,3,2,1,2,6,AT,1.5,L,1,1,1,1,2,1,84.0,4,146.0,4567.0,1786.0,1455.0,1700.0,1260.0,5,2662.0,1540.0,1558.0,2016,9
961962,32.0,750,3,2,1,4,5,MT,1.4,L,1,1,1,1,2,1,66.0,4,132.0,4487.0,1706.0,1470.0,1600.0,1120.0,5,2603.0,1460.0,1500.0,2016,9
289386,382.0,813,3,2,1,5,6,AT,1.5,L,1,1,1,1,2,1,86.0,4,148.0,4582.0,1795.0,1458.0,1820.0,1286.0,5,2700.0,1555.0,1560.0,2016,9
580634,147.0,692,2,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4393.0,1766.0,1524.0,1625.0,1224.0,5,2700.0,1540.0,1540.0,2016,9
416749,7.0,537,2,1,3,5,6,MT,1.5,L,1,1,1,1,2,1,96.0,4,155.0,4270.0,1772.0,1605.0,1775.0,1197.0,5,2610.0,1540.0,1530.0,2016,10
