TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_497,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_12,pre_sale_qty_872,pre_sale_qty_923,pre_sale_qty_75,pre_sale_qty_985,pre_sale_qty_841,pre_sale_qty_813,pre_sale_qty_783,pre_sale_qty_450,pre_sale_qty_SmDpMT,pre_sale_qty_SmDpNotMT,pre_sale_qty_SsmDpMT,pre_sale_qty_SsmDpNotMT,pre_sale_qty_MDpMT
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,3,3,250.0,1710.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2160.0,1,2684.0,,,,,,,,,,,,,,,,,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,2.0,3,1,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1705.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2080.0,1,2684.0,,,,,,,,,,,,,,,,,,,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,250.0,1545.0,1569.0,1,DCT,2,T,1,1,1,110.0,25-35W,5,1571.0,1995.0,1,2684.0,,,,,,,,,,,,,,,,,101.93768926620486,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,15-20W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,0.20506465837359428,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,0.04126657582819462,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,3,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,0.034807028099894534,,,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.4,1,3,220.0,1480.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1930.0,1,2684.0,,,,,,,,,,,,,,,,0.19731423765420916,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,1,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,15-20W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,,0.236010432690382
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,1,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,,0.5536903465539217
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,,0.08388904869556428
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1510.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1960.0,1,2684.0,,,,,,,,,,,,,,,,,,,,0.30977327406406396
7,750,1673.0,4712.0,1839.0,714152,2,4,4,2.0,3,1,350.0,1755.0,1582.0,1,DCT,2,T,1,1,1,162.0,25-35W,5,1572.0,2225.0,1,2791.0,,,,,,,,,,,,,,,,,,,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,AMT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,
5,290,1755.0,4780.0,1820.0,739296,2,4,7,1.8,1,1,186.0,1465.0,1546.0,1,AMT,2,L,1,3,1,101.0,5-8W,7,1541.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,596.6158781433105,,,,608.0980986785887
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,230.0,1460.0,1530.0,1,MT,2,T,1,3,1,110.0,5-8W,7,1525.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,172.0947364807129,,,,200.72786684036254
6,290,1730.0,4780.0,1820.0,739296,2,4,7,1.5,1,1,230.0,1500.0,1546.0,1,MT,2,T,1,3,1,110.0,5-8W,7,1541.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,90.49464117527008,,,,99.63594458580015
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1360.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,0.2036853003501892,,,,0.2884517558664084
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1370.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,0.14655503153800964,,,,0.02963402204215526
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1400.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,0.41352787986397743,,,,1.472281513735652
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,26.863230478316545,,,,17.109271001666784
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1370.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,4.977462147772312,,,,1.5111298187822104
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1400.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,10.489629278853537,,,,9.400629460662604
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1380.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,43.51286190003157,,,,43.26899979442358
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,3.8834983804821968,,,,4.02936414912343
5,290,1735.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1350.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,1.1254706992208958,,,,0.0550847552716732
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,22.256773521900172,,,,17.02706150531769
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1410.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,,,,0.7737856608629227
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,0.9900090111792088
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,0.2357014638185501
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1380.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,,,,7.166639064550401
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1380.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,,,,1.8349850392341611
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,2.221819078922272
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,0.5102987855672836
6,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,22.484455739855765,,,,17.61262577772141
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,230.0,1460.0,1530.0,1,MT,2,T,1,3,1,110.0,8-10W,7,1525.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,12.2588285779953,,,,8.246385925412177
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,1.7291105066984889
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,,,,0.30295833803713323
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1290.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1235.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1568.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,564.2471881866455
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1260.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1280.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,3,155.5,1260.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,3,155.5,1280.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.8,1,1,175.0,1321.0,1555.0,1,AT,2,L,1,1,1,107.0,10-15W,5,1568.0,1740.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.8,1,3,175.0,1321.0,1555.0,1,AT,2,L,1,1,1,107.0,10-15W,5,1568.0,1740.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
