class_id,year,month,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
103507,2016,1,993.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,10,632.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,11,876.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,12,1653.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,2,953.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,3,650.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,4,145.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,5,772.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,6,829.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,7,378.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,8,406.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2016,9,684.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,1,499.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,10,180.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,2,435.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,3,371.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,4,290.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,5,429.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,6,371.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,7,313.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,8,180.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
103507,2017,9,186.0,831,2,1,3,3,6,AT,1.6,L,10-15W,14.8,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0
124140,2014,10,225.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,11,263.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,12,248.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,5,15.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,6,83.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,7,195.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,8,113.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2014,9,174.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,1,286.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,10,241.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,11,271.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,12,324.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,2,294.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,3,233.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,4,233.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,5,338.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,6,309.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,7,346.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,8,316.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2015,9,376.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,1,459.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,10,293.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,11,301.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,12,526.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,2,354.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,3,248.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,4,324.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,5,263.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,6,143.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,7,211.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,8,406.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2016,9,331.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,1,316.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,10,263.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,2,203.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,3,210.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,4,218.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,5,263.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,6,256.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,7,255.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,8,226.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
124140,2017,9,285.0,783,2,1,1,1,6,AT,1.5,T,10-15W,14.9,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5,2700.0,1565.0,1565.0
125403,2012,1,90.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,10,107.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,11,147.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,12,123.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,2,156.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,3,91.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,4,74.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,5,130.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,6,164.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,7,188.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,8,131.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2012,9,124.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,1,238.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,10,114.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,11,222.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,12,99.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,2,90.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,3,156.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,4,139.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,5,230.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,6,131.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,7,246.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,8,155.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2013,9,172.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,1,164.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,10,98.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,11,188.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,12,164.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,2,89.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,3,156.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,4,230.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,5,65.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,6,106.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,7,222.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,8,147.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2014,9,139.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,1,147.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,10,115.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,11,148.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,12,213.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,2,115.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,3,140.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,4,270.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,5,90.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,6,164.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,7,213.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,8,213.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2015,9,197.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,1,156.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,10,99.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,11,131.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,12,182.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,2,115.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
125403,2016,3,197.0,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0
