TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_872,pre_sale_qty_985,pre_sale_qty_783,pre_sale_qty_807,pre_sale_qty_813,pre_sale_qty_841,pre_sale_qty_814,pre_sale_qty_692,pre_sale_qty_836,pre_sale_qty_761,pre_sale_qty_638,pre_sale_qty_290,pre_sale_qty_304,pre_sale_qty_750,pre_sale_qty_SSmDp,pre_sale_qty_LDp
5,450,1456.0,4567.0,1786.0,349023,3,4,2,1.5,1,1,146.0,1225.0,1540.0,1,MT,2,L,1,1,1,84.0,10-15W,5,1558.0,1700.0,2,2662.0,,,,,,,,,,,,,,,,,,,,,
5,450,1477.0,4598.0,1797.0,349023,3,4,2,1.6,1,3,150.0,1360.0,1544.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1558.0,1770.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
5,450,1477.0,4598.0,1797.0,349023,3,4,2,1.6,1,3,155.0,1360.0,1544.0,1,MT,2,L,1,1,1,89.0,10-15W,5,1558.0,1770.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
6,450,1479.0,4643.0,1797.0,349023,3,4,2,1.5,1,1,141.0,1360.0,1544.0,1,AT,2,L,1,1,1,80.0,10-15W,5,1565.0,1778.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
6,450,1455.0,4567.0,1786.0,349023,3,4,2,1.5,1,1,146.0,1260.0,1540.0,1,AT,2,L,1,1,1,84.0,10-15W,5,1558.0,1700.0,2,2662.0,,,,,,,,,,,,,,,,,,,,,
6,450,1477.0,4598.0,1797.0,349023,3,4,2,1.6,1,3,155.0,1390.0,1544.0,1,AT,2,L,1,1,1,89.0,10-15W,5,1558.0,1800.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
6,450,1477.0,4598.0,1797.0,349023,3,4,2,1.8,1,3,177.0,1425.0,1544.0,1,AT,2,L,1,1,1,105.0,10-15W,5,1558.0,1835.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
6,450,1477.0,4598.0,1797.0,349023,3,4,2,1.8,1,3,177.0,1410.0,1544.0,1,AT,2,L,1,1,1,108.0,10-15W,5,1558.0,1820.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
6,450,1458.0,4567.0,1786.0,349023,3,4,2,1.4,1,1,235.0,1245.0,1540.0,1,MT,2,T,1,1,1,110.0,10-15W,5,1558.0,1700.0,2,2662.0,,,,,,,,,,,,,,,,,,,,,
6,450,1460.0,4666.0,1807.0,349023,3,4,2,1.5,1,1,146.0,1240.0,1541.0,1,MT,2,L,1,1,1,84.0,10-15W,5,1561.0,1670.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,450,1477.0,4598.0,1797.0,349023,3,4,2,1.6,1,3,235.0,1450.0,1544.0,1,MT,2,T,1,1,1,135.0,10-15W,5,1558.0,1860.0,2,2685.0,,,,,,,,,,,,,,,,,,,,,
7,450,1454.0,4567.0,1786.0,349023,3,4,2,1.4,1,1,235.0,1300.0,1540.0,1,DCT,2,T,1,1,1,110.0,10-15W,5,1558.0,1700.0,2,2662.0,,,,,,,,,,,,,,,,,,,,,
7,450,1460.0,4666.0,1807.0,349023,3,4,2,1.4,1,1,240.0,1310.0,1541.0,1,DCT,2,T,1,1,1,110.0,10-15W,5,1561.0,1740.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
0,692,1465.0,4683.0,1780.0,492952,3,4,5,1.6,1,1,154.0,1242.0,1530.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1530.0,1670.0,2,2700.0,,,,,,,,,,,,,123.65975296020508,,,,,,,,
0,692,1465.0,4683.0,1780.0,492952,3,4,5,1.6,1,1,154.0,1228.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1670.0,2,2700.0,,,,,,,,,,,,,43.40056963443756,,,,,,,,
0,692,1465.0,4683.0,1780.0,492952,3,4,5,1.6,1,1,154.0,1260.0,1530.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1530.0,1670.0,2,2700.0,,,,,,,,,,,,,45.51862875342369,,,,,,,,
5,692,1465.0,4683.0,1780.0,492952,3,4,5,1.6,1,1,154.0,1195.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1620.0,2,2700.0,,,,,,,,,,,,,6.034785726517439,,,,,,,,
5,692,1465.0,4683.0,1780.0,492952,3,4,5,1.6,1,1,154.0,1203.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1620.0,2,2700.0,,,,,,,,,,,,,11.873905304670336,,,,,,,,
6,841,1480.0,4825.0,1860.0,395234,3,4,6,1.6,1,1,245.0,1580.0,1590.0,1,AT,2,T,1,2,1,123.0,15-20W,5,1572.0,1984.0,2,2815.0,,,,,,,,,,,45.21133843064308,,,,,,,,,,
10,841,1458.0,4805.0,1860.0,395234,3,4,6,2.0,1,3,200.0,1510.0,1584.0,1,MTAT,2,L,1,2,1,108.0,15-20W,5,1551.0,2038.0,2,2815.0,,,,,,,,,,,1.2509544309973717,,,,,,,,,,
5,841,1458.0,4805.0,1860.0,395234,3,4,6,2.0,1,1,200.0,1510.0,1584.0,1,MT,2,L,1,2,1,108.0,15-20W,5,1551.0,2038.0,2,2815.0,,,,,,,,,,,1.0095135341584682,,,,,,,,,,
5,841,1458.0,4805.0,1860.0,395234,3,4,6,2.0,1,3,200.0,1510.0,1584.0,1,MT,2,L,1,2,1,108.0,15-20W,5,1551.0,2038.0,2,2815.0,,,,,,,,,,,1.2420941554009914,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,1.6,1,1,245.0,1580.0,1584.0,1,AT,2,T,1,2,1,123.0,15-20W,5,1551.0,2101.0,2,2815.0,,,,,,,,,,,5.215019163489342,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,1.6,1,1,245.0,1580.0,1584.0,1,AT,2,T,1,2,1,123.0,20-25W,5,1551.0,2101.0,2,2815.0,,,,,,,,,,,1.180490019544959,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,1.8,1,1,280.0,1615.0,1584.0,1,AT,2,T,1,2,1,150.0,15-20W,5,1551.0,2098.0,2,2815.0,,,,,,,,,,,0.12561153817921875,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,1.8,1,1,280.0,1615.0,1584.0,1,AT,2,T,1,2,1,150.0,20-25W,5,1551.0,2098.0,2,2815.0,,,,,,,,,,,0.13932406160980462,,,,,,,,,,
6,841,1480.0,4825.0,1860.0,395234,3,4,6,1.8,1,1,280.0,1615.0,1590.0,1,AT,2,T,1,2,1,150.0,15-20W,5,1572.0,2027.0,2,2815.0,,,,,,,,,,,5.185100660398604,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,2.0,1,1,200.0,1580.0,1584.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1551.0,2065.0,2,2815.0,,,,,,,,,,,14.12926988735795,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,2.0,1,3,200.0,1580.0,1584.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1551.0,2065.0,2,2815.0,,,,,,,,,,,15.351497270315885,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,2.3,1,1,230.0,1600.0,1584.0,1,AT,2,L,1,2,1,126.0,15-20W,5,1551.0,2150.0,2,2815.0,,,,,,,,,,,0.9033778550475836,,,,,,,,,,
6,841,1458.0,4805.0,1860.0,395234,3,4,6,2.3,1,3,230.0,1600.0,1584.0,1,AT,2,L,1,2,1,126.0,15-20W,5,1551.0,2150.0,2,2815.0,,,,,,,,,,,5.631508207023144,,,,,,,,,,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.5,2,1,146.5,1256.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.2,2,1,116.0,1215.0,1420.0,1,MT,1,L,1,3,1,60.3,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,63.277478383779524,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.2,2,1,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,39.68581439197064,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.2,2,1,116.0,1226.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,62.7121312236786,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.2,2,3,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,41.280469316542145,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.2,2,3,116.0,1226.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,64.96383942961693,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.5,2,1,146.5,1236.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.5,2,3,146.5,1236.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,
5,98,1850.0,4415.0,1685.0,270690,2,4,1,1.5,2,3,146.5,1256.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,1,250.0,1600.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2050.0,1,2684.0,,,,,,,,,,,,,,,,,,,155.16742456436154,,
7,750,1673.0,4712.0,1839.0,714152,2,4,4,1.8,1,1,300.0,1615.0,1582.0,1,DCT,2,T,1,1,1,132.0,25-35W,5,1572.0,2085.0,1,2791.0,,,,,,,,,,,,,,,,,,,27.257548176050182,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1600.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2050.0,1,2684.0,,,,,,,,,,,,,,,,,,,59.4105008533597,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1580.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,1955.0,1,2684.0,,,,,,,,,,,,,,,,,,,2.6595919746905565,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1600.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2050.0,1,2684.0,,,,,,,,,,,,,,,,,,,30.489561305344104,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,3,1,250.0,1710.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2160.0,1,2684.0,,,,,,,,,,,,,,,,,,,27.448520438671107,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,3,3,250.0,1710.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2160.0,1,2684.0,,,,,,,,,,,,,,,,,,,11.537863484025,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,3,3,250.0,1680.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2055.0,1,2684.0,,,,,,,,,,,,,,,,,,,3.70527233928442,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,3,3,250.0,1710.0,1569.0,1,AT,2,T,1,1,1,118.0,25-35W,5,1571.0,2160.0,1,2684.0,,,,,,,,,,,,,,,,,,,13.426775793135164,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,2.0,3,1,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,12.591230758428571,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,7.555855299681425,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1705.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2080.0,1,2684.0,,,,,,,,,,,,,,,,,,,1.7354244672134518,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,2.0,3,3,280.0,1720.0,1569.0,1,AT,2,T,1,1,1,147.0,25-35W,5,1571.0,2170.0,1,2684.0,,,,,,,,,,,,,,,,,,,6.764215147942305,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,250.0,1545.0,1569.0,1,DCT,2,T,1,1,1,110.0,25-35W,5,1571.0,1995.0,1,2684.0,,,,,,,,,,,,,,,,,,,25.206408167481428,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,15-20W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,,,,0.27219217613339425,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,1,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,,,,0.3918310125172138,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.4,1,3,220.0,1500.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1950.0,1,2684.0,,,,,,,,,,,,,,,,,,,0.5215283547714352,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.4,1,3,220.0,1480.0,1569.0,1,MT,2,T,1,1,1,96.0,25-35W,5,1571.0,1930.0,1,2684.0,,,,,,,,,,,,,,,,,,,2.043665908202529,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,1,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,15-20W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,1.2041056506335734,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,1,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,2.371847343593836,,
6,750,1685.0,4506.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1520.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1970.0,1,2684.0,,,,,,,,,,,,,,,,,,,1.10219469986856,,
6,750,1665.0,4525.0,1809.0,714152,2,4,4,1.8,1,3,250.0,1510.0,1569.0,1,MT,2,T,1,1,1,118.0,25-35W,5,1571.0,1960.0,1,2684.0,,,,,,,,,,,,,,,,,,,4.839151019304992,,
7,750,1673.0,4712.0,1839.0,714152,2,4,4,2.0,3,1,350.0,1755.0,1582.0,1,DCT,2,T,1,1,1,162.0,25-35W,5,1572.0,2225.0,1,2791.0,,,,,,,,,,,,,,,,,,,2.387034669891,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,AMT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,68.8290719485283,,,,
5,290,1755.0,4780.0,1820.0,739296,2,4,7,1.8,1,1,186.0,1465.0,1546.0,1,AMT,2,L,1,3,1,101.0,5-8W,7,1541.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,35.70304899454117,,,,
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,385.50617441177366,,,,
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,230.0,1460.0,1530.0,1,MT,2,T,1,3,1,110.0,5-8W,7,1525.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,,115.6994109916687,,,,
6,290,1730.0,4780.0,1820.0,739296,2,4,7,1.5,1,1,230.0,1500.0,1546.0,1,MT,2,T,1,3,1,110.0,5-8W,7,1541.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,,72.39863052845001,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1360.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,7.370014094375074,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1370.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,2.4067875174805518,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1400.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,4.694706312902272,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,12.653571896404028,,,,
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1370.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,13.147527836114168,,,,
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1400.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,24.89728321515024,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1380.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,73.01947738699614,,,,
5,290,1715.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,7.132259256690742,,,,
5,290,1735.0,4685.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1350.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,2.6779711423814296,,,,
5,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,3,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,35.52628730773926,,,,
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1410.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,0.5205863508582115,,,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,2.187413287833333,,,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,1.100123337060213,,,,
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1380.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,9.475581990033387,,,,
5,290,1745.0,4685.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1380.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,5,1525.0,1900.0,3,2750.0,,,,,,,,,,,,,,,,,3.252421623170376,,,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,2.0528872457891705,,,,
5,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,3,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,0.9264761482179164,,,,
6,290,1715.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,146.5,1435.0,1530.0,1,MT,2,L,1,3,1,82.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,34.71516212463379,,,,
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.5,1,1,230.0,1460.0,1530.0,1,MT,2,T,1,3,1,110.0,8-10W,7,1525.0,1955.0,3,2750.0,,,,,,,,,,,,,,,,,17.363117550611495,,,,
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,5-8W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,0.6983286654576659,,,,
6,290,1745.0,4710.0,1785.0,739296,2,4,7,1.8,1,1,186.0,1435.0,1530.0,1,MT,2,L,1,3,1,101.0,8-10W,7,1525.0,1920.0,3,2750.0,,,,,,,,,,,,,,,,,0.3613929417356849,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1290.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1235.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1568.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1260.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1280.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,3,155.5,1260.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,3,155.5,1280.0,1555.0,1,AT,2,L,1,1,1,93.8,10-15W,5,1568.0,1720.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.8,1,1,175.0,1321.0,1555.0,1,AT,2,L,1,1,1,107.0,10-15W,5,1568.0,1740.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.8,1,3,175.0,1321.0,1555.0,1,AT,2,L,1,1,1,107.0,10-15W,5,1568.0,1740.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1210.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1568.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,1,155.5,1230.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1568.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
6,831,1445.0,4600.0,1780.0,347384,3,4,3,1.6,1,3,155.5,1210.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1568.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,
